incident_id,created_on,channel,caller_id,location,short_description,description,service_id,ci_id,category_id,impact,urgency,true_priority,true_assignment_group_id,true_agent_id,required_skill_id,resolution_notes,resolution_code,time_to_resolve_mins,ground_truth_cluster
INC0101,2025-06-26 12:33:00,Phone,U1738,Sydney,VPN disconnects,VPN disconnects. sso router search iphone policy account outlook. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,45,VPN disconnects
INC0102,2025-07-24 09:59:00,Portal,U1147,Melbourne,VPN disconnects,VPN disconnects. desktop windows printer firmware iphone sso sso jam. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,84,VPN disconnects
INC0103,2025-06-23 23:34:00,Email,U1790,Canberra,VPN disconnects,VPN disconnects. drop laptop android teams desktop index firmware token laptop. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,37,VPN disconnects
INC0104,2025-07-16 10:57:00,Chat,U2104,Canberra,VPN disconnects,VPN disconnects. mfa iphone warning index laptop. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,27,VPN disconnects
INC0105,2025-08-08 16:11:00,Chat,U1978,Sydney,VPN disconnects,VPN disconnects. account error cache desktop token portal portal. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Patched VPN client; resolved disconnects.,Solved - Config Change,51,VPN disconnects
INC0106,2025-06-22 10:16:00,Portal,U1779,Sydney,VPN disconnects,VPN disconnects. policy mac drop token token warning laptop. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,70,VPN disconnects
INC0107,2025-07-17 12:54:00,Chat,U1496,Sydney,VPN disconnects,VPN disconnects. quota search connect error sso drop sso jam profile. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,83,VPN disconnects
INC0108,2025-06-17 15:23:00,Phone,U1097,Perth,VPN disconnects,VPN disconnects. iphone windows portal error device error cache. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,62,VPN disconnects
INC0109,2025-07-30 19:44:00,Phone,U1293,Perth,VPN disconnects,VPN disconnects. firmware wifi account roller roller client router. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,59,VPN disconnects
INC0110,2025-07-22 17:45:00,Chat,U2038,Sydney,VPN disconnects,VPN disconnects. mac iphone index search error. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,50,VPN disconnects
INC0111,2025-07-11 01:43:00,Portal,U1783,Perth,VPN disconnects,VPN disconnects. laptop portal timeout printer certificate router. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,85,VPN disconnects
INC0112,2025-07-29 07:06:00,Phone,U1706,Melbourne,VPN disconnects,VPN disconnects. teams jam windows search connect router outlook. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,37,VPN disconnects
INC0113,2025-07-29 12:40:00,Chat,U1805,Sydney,VPN disconnects,VPN disconnects. gateway device gateway mac. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,70,VPN disconnects
INC0114,2025-06-16 04:47:00,Phone,U1418,Canberra,VPN disconnects,VPN disconnects. mac search index connect jam router printer warning printer. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Patched VPN client; resolved disconnects.,Solved - Config Change,50,VPN disconnects
INC0115,2025-07-12 05:22:00,Portal,U1691,Canberra,VPN disconnects,VPN disconnects. cache index outlook laptop portal warning. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,31,VPN disconnects
INC0116,2025-07-17 05:08:00,Portal,U1664,Melbourne,VPN disconnects,VPN disconnects. portal outlook error portal android desktop profile profile android. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,57,VPN disconnects
INC0117,2025-06-26 17:54:00,Email,U2112,Melbourne,VPN disconnects,VPN disconnects. quota iphone firmware iphone index android outlook gateway. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Updated client; adjusted MTU; stable after changes.,Solved - Config Change,89,VPN disconnects
INC0118,2025-06-20 13:34:00,Phone,U1714,Perth,VPN disconnects,VPN disconnects. certificate profile connect account mfa. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Applied split-tunnel policy; reduced drops.,Solved - Config Change,80,VPN disconnects
INC0119,2025-06-29 06:08:00,Email,U1018,Canberra,VPN disconnects,VPN disconnects. firmware drop iphone laptop timeout warning quota outlook. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Patched VPN client; resolved disconnects.,Solved - Config Change,48,VPN disconnects
INC0120,2025-08-01 23:11:00,Phone,U1030,Sydney,VPN disconnects,VPN disconnects. android jam laptop router jam warning connect teams. User reports issue persists after restart.,SV002,CI001,CAT-NW-VPN,Medium,High,P2,G002,A003,S002,Patched VPN client; resolved disconnects.,Solved - Config Change,64,VPN disconnects
INC0121,2025-06-25 08:58:00,Chat,U1225,Canberra,Outlook search not working,Outlook search not working. device error printer quota cache cache search firmware. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,26,Outlook search not working
INC0122,2025-07-05 00:19:00,Email,U2182,Melbourne,Outlook search not working,Outlook search not working. android desktop certificate certificate warning firmware device. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,45,Outlook search not working
INC0123,2025-06-28 06:44:00,Phone,U1777,Melbourne,Outlook search not working,Outlook search not working. outlook error roller token mfa wifi quota. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,44,Outlook search not working
INC0124,2025-07-16 16:56:00,Email,U1774,Sydney,Outlook search not working,Outlook search not working. drop sso device search quota cache. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,52,Outlook search not working
INC0125,2025-07-10 14:51:00,Email,U2109,Sydney,Outlook search not working,Outlook search not working. laptop drop desktop warning windows portal. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,35,Outlook search not working
INC0126,2025-06-19 08:02:00,Phone,U1052,Sydney,Outlook search not working,Outlook search not working. policy account wifi account router token auth token windows. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,44,Outlook search not working
INC0127,2025-07-27 09:57:00,Portal,U1975,Perth,Outlook search not working,Outlook search not working. laptop firmware sso wifi. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,30,Outlook search not working
INC0128,2025-08-11 04:22:00,Portal,U1969,Canberra,Outlook search not working,Outlook search not working. iphone policy iphone gateway wifi. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,26,Outlook search not working
INC0129,2025-07-23 23:27:00,Email,U1331,Perth,Outlook search not working,Outlook search not working. jam gateway timeout device drop connect iphone timeout sso. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,45,Outlook search not working
INC0130,2025-06-27 12:50:00,Email,U1127,Melbourne,Outlook search not working,Outlook search not working. wifi outlook mac iphone windows router. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,26,Outlook search not working
INC0131,2025-07-14 17:22:00,Portal,U2106,Sydney,Outlook search not working,Outlook search not working. client mfa auth quota. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,26,Outlook search not working
INC0132,2025-06-24 16:50:00,Portal,U1044,Perth,Outlook search not working,Outlook search not working. timeout printer certificate firmware. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,34,Outlook search not working
INC0133,2025-06-15 17:56:00,Portal,U1101,Perth,Outlook search not working,Outlook search not working. account mac iphone firmware connect portal device. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,57,Outlook search not working
INC0134,2025-06-25 08:44:00,Chat,U1685,Perth,Outlook search not working,Outlook search not working. client policy quota jam token teams error mfa. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,38,Outlook search not working
INC0135,2025-07-15 01:44:00,Phone,U1070,Canberra,Outlook search not working,Outlook search not working. profile index outlook connect iphone sso. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,25,Outlook search not working
INC0136,2025-06-30 09:56:00,Email,U1255,Sydney,Outlook search not working,Outlook search not working. router sso iphone search quota cache warning. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,42,Outlook search not working
INC0137,2025-06-21 20:51:00,Phone,U1129,Canberra,Outlook search not working,Outlook search not working. desktop outlook client search quota. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,31,Outlook search not working
INC0138,2025-07-18 13:07:00,Chat,U1027,Sydney,Outlook search not working,Outlook search not working. error firmware token mfa warning firmware search windows connect. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,50,Outlook search not working
INC0139,2025-07-28 15:53:00,Email,U1925,Perth,Outlook search not working,Outlook search not working. account profile gateway outlook index teams router. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,26,Outlook search not working
INC0140,2025-06-20 16:23:00,Email,U1188,Perth,Outlook search not working,Outlook search not working. jam token profile profile teams error. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,44,Outlook search not working
INC0141,2025-07-19 13:50:00,Chat,U1108,Sydney,Outlook search not working,Outlook search not working. mfa firmware gateway jam drop search outlook portal error. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,34,Outlook search not working
INC0142,2025-07-30 07:01:00,Email,U1347,Melbourne,Outlook search not working,Outlook search not working. quota warning device firmware roller wifi timeout. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,49,Outlook search not working
INC0143,2025-06-21 14:30:00,Chat,U1647,Melbourne,Outlook search not working,Outlook search not working. outlook mac token quota teams warning. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,38,Outlook search not working
INC0144,2025-08-01 06:01:00,Portal,U1042,Perth,Outlook search not working,Outlook search not working. android search mac timeout outlook roller token. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,26,Outlook search not working
INC0145,2025-06-14 03:04:00,Phone,U1213,Canberra,Outlook search not working,Outlook search not working. certificate wifi gateway mac policy index drop. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,41,Outlook search not working
INC0146,2025-07-29 02:56:00,Portal,U1743,Sydney,Outlook search not working,Outlook search not working. portal printer client printer quota auth. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,40,Outlook search not working
INC0147,2025-07-25 10:51:00,Email,U1135,Melbourne,Outlook search not working,Outlook search not working. laptop wifi roller wifi laptop. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,26,Outlook search not working
INC0148,2025-08-01 04:22:00,Chat,U1822,Sydney,Outlook search not working,Outlook search not working. warning auth drop auth. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,44,Outlook search not working
INC0149,2025-07-28 01:24:00,Portal,U1275,Perth,Outlook search not working,Outlook search not working. token drop laptop cache. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,32,Outlook search not working
INC0150,2025-07-24 00:26:00,Portal,U1038,Perth,Outlook search not working,Outlook search not working. policy timeout connect desktop printer cache firmware wifi. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,37,Outlook search not working
INC0151,2025-07-29 21:13:00,Chat,U1434,Melbourne,Outlook search not working,Outlook search not working. router index gateway timeout account policy. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,43,Outlook search not working
INC0152,2025-07-28 08:45:00,Portal,U2110,Melbourne,Outlook search not working,Outlook search not working. certificate gateway android wifi account auth. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,25,Outlook search not working
INC0153,2025-07-19 02:46:00,Email,U1421,Canberra,Outlook search not working,Outlook search not working. timeout certificate android search mfa warning cache router firmware. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,40,Outlook search not working
INC0154,2025-07-23 23:46:00,Email,U1934,Sydney,Outlook search not working,Outlook search not working. jam profile mac firmware search. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,35,Outlook search not working
INC0155,2025-07-10 02:47:00,Email,U1421,Canberra,Outlook search not working,Outlook search not working. client gateway auth mac. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,46,Outlook search not working
INC0156,2025-06-23 07:23:00,Phone,U1415,Melbourne,Outlook search not working,Outlook search not working. search drop outlook teams android gateway auth. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,41,Outlook search not working
INC0157,2025-07-14 20:24:00,Portal,U1950,Canberra,Outlook search not working,Outlook search not working. outlook cache iphone policy laptop error. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,35,Outlook search not working
INC0158,2025-07-06 20:58:00,Email,U2172,Perth,Outlook search not working,Outlook search not working. token android profile device portal quota client token. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,33,Outlook search not working
INC0159,2025-07-26 22:46:00,Portal,U1200,Canberra,Outlook search not working,Outlook search not working. warning quota certificate android outlook. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,43,Outlook search not working
INC0160,2025-07-07 21:18:00,Phone,U1994,Sydney,Outlook search not working,Outlook search not working. client teams device account desktop windows policy. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Switched to cached mode; rebuilt index; OK.,Solved - Known Fix,43,Outlook search not working
INC0161,2025-08-07 23:49:00,Phone,U2056,Melbourne,Outlook search not working,Outlook search not working. policy roller error router. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,50,Outlook search not working
INC0162,2025-08-01 19:00:00,Phone,U1571,Melbourne,Outlook search not working,Outlook search not working. wifi drop sso teams desktop outlook printer search laptop. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,46,Outlook search not working
INC0163,2025-06-17 06:56:00,Phone,U1941,Canberra,Outlook search not working,Outlook search not working. gateway mfa quota certificate auth teams drop. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Cleared OST corruption; reindex completed.,Solved - Known Fix,36,Outlook search not working
INC0164,2025-08-10 03:39:00,Phone,U1459,Canberra,Outlook search not working,Outlook search not working. device gateway mac profile printer router outlook mfa mfa. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,47,Outlook search not working
INC0165,2025-06-17 21:52:00,Chat,U1706,Perth,Outlook search not working,Outlook search not working. timeout client cache android certificate gateway teams index cache. User reports issue persists after restart.,SV003,CI002,CAT-CO-OUT,Low,Medium,P3,G004,A005,S003,Rebuilt search index; issue resolved.,Solved - Known Fix,28,Outlook search not working
INC0166,2025-07-19 13:10:00,Chat,U1968,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. search firmware search portal jam firmware windows. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,96,Wi-Fi outage Building B
INC0167,2025-07-27 19:07:00,Phone,U1133,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. outlook firmware gateway portal account. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,27,Wi-Fi outage Building B
INC0168,2025-07-27 02:05:00,Phone,U1398,Sydney,Wi-Fi outage Building B,Wi-Fi outage Building B. timeout profile auth device. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,108,Wi-Fi outage Building B
INC0169,2025-07-04 19:12:00,Phone,U1260,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. laptop windows drop quota router roller teams connect. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,72,Wi-Fi outage Building B
INC0170,2025-07-14 20:35:00,Portal,U1145,Sydney,Wi-Fi outage Building B,Wi-Fi outage Building B. index laptop roller roller cache. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,82,Wi-Fi outage Building B
INC0171,2025-07-13 04:46:00,Chat,U1695,Sydney,Wi-Fi outage Building B,Wi-Fi outage Building B. sso mac router mac drop. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,130,Wi-Fi outage Building B
INC0172,2025-06-27 14:45:00,Portal,U2058,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. outlook outlook firmware client error outlook outlook roller. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,78,Wi-Fi outage Building B
INC0173,2025-06-24 10:46:00,Portal,U2108,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. device search auth profile iphone laptop desktop. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,39,Wi-Fi outage Building B
INC0174,2025-07-09 20:07:00,Portal,U2068,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. sso wifi timeout windows. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,119,Wi-Fi outage Building B
INC0175,2025-06-15 02:43:00,Email,U1760,Melbourne,Wi-Fi outage Building B,Wi-Fi outage Building B. client account mfa gateway printer laptop sso. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,65,Wi-Fi outage Building B
INC0176,2025-07-13 06:39:00,Portal,U1641,Melbourne,Wi-Fi outage Building B,Wi-Fi outage Building B. policy cache policy desktop. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,44,Wi-Fi outage Building B
INC0177,2025-07-19 04:55:00,Phone,U1811,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. jam windows token iphone wifi mac index client certificate. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,54,Wi-Fi outage Building B
INC0178,2025-08-08 07:34:00,Email,U1756,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. device android gateway account printer windows windows iphone. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,82,Wi-Fi outage Building B
INC0179,2025-07-21 01:27:00,Phone,U2093,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. printer laptop jam drop roller mac mfa device. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,99,Wi-Fi outage Building B
INC0180,2025-06-27 01:32:00,Phone,U1848,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. error laptop router cache wifi iphone outlook quota. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,86,Wi-Fi outage Building B
INC0181,2025-06-30 15:13:00,Portal,U1626,Melbourne,Wi-Fi outage Building B,Wi-Fi outage Building B. timeout roller drop policy firmware quota sso. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,117,Wi-Fi outage Building B
INC0182,2025-08-06 19:18:00,Email,U1024,Melbourne,Wi-Fi outage Building B,Wi-Fi outage Building B. certificate firmware gateway client timeout jam. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,81,Wi-Fi outage Building B
INC0183,2025-07-07 05:24:00,Email,U1805,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. cache android windows certificate. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,129,Wi-Fi outage Building B
INC0184,2025-07-22 04:35:00,Phone,U1981,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. device warning mac printer cache. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,76,Wi-Fi outage Building B
INC0185,2025-06-14 00:52:00,Email,U1631,Melbourne,Wi-Fi outage Building B,Wi-Fi outage Building B. wifi warning certificate connect. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,86,Wi-Fi outage Building B
INC0186,2025-07-07 09:32:00,Portal,U1795,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. wifi error roller certificate quota error error android. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Adjusted channel plan; coverage restored.,Solved - Service Restored,102,Wi-Fi outage Building B
INC0187,2025-07-02 08:13:00,Phone,U2096,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. certificate iphone iphone firmware mac firmware roller router. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Replaced faulty AP injector; service normal.,Solved - Service Restored,65,Wi-Fi outage Building B
INC0188,2025-07-19 09:11:00,Phone,U1536,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. wifi account index firmware search certificate index iphone wifi. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,106,Wi-Fi outage Building B
INC0189,2025-08-05 23:48:00,Chat,U1017,Canberra,Wi-Fi outage Building B,Wi-Fi outage Building B. drop mac drop device outlook. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,124,Wi-Fi outage Building B
INC0190,2025-07-16 20:36:00,Phone,U1355,Perth,Wi-Fi outage Building B,Wi-Fi outage Building B. token policy timeout client search windows. User reports issue persists after restart.,SV002,CI003,CAT-NW-WIFI,High,High,P1,G002,A003,S005,Controller reboot; APs recovered; root cause pending.,Solved - Service Restored,85,Wi-Fi outage Building B
